,issue_key,project_key,author,id,created,body,chronological_number,clean_comment
1436,MCOL-579,MCOL,Andrew Hutchings,99695,2017-09-05 19:32:07,For QA: regression suite should still work after this change. We are improving memory/stack protection.,1,For QA: regression suite should still work after this change. We are improving memory/stack protection.
1437,MCOL-579,MCOL,Daniel Lee,99743,2017-09-06 21:33:03,"Build verified: 1.1.0 Github source

[root@localhost ~]# cat mariadb-columnstore-1.1.0-1-centos7.x86_64.bin.tar.txt
/root/columnstore/mariadb-columnstore-server
commit 9e855a6415e0edd6771c449a6591c21c3915bfec
Merge: 6ed33d1 c206e51
Author: David.Hall <david.hall@mariadb.com>
Date:   Tue Sep 5 09:43:29 2017 -0500

    Merge pull request #68 from mariadb-corporation/MCOL-887
    
    MCOL-887 Merge MariaDB 10.2.8

/root/columnstore/mariadb-columnstore-server/mariadb-columnstore-engine
commit 4441206050b07986f31402652c3299d36007d78d
Merge: 90353b9 230d013
Author: Andrew Hutchings <andrew@linuxjedi.co.uk>
Date:   Tue Sep 5 20:36:02 2017 +0100

    Merge pull request #247 from mariadb-corporation/MCOL-579
    
    Add compiler flag checks and hardening flags

Regression tests passed.
",2,"Build verified: 1.1.0 Github source

[root@localhost ~]# cat mariadb-columnstore-1.1.0-1-centos7.x86_64.bin.tar.txt
/root/columnstore/mariadb-columnstore-server
commit 9e855a6415e0edd6771c449a6591c21c3915bfec
Merge: 6ed33d1 c206e51
Author: David.Hall 
Date:   Tue Sep 5 09:43:29 2017 -0500

    Merge pull request #68 from mariadb-corporation/MCOL-887
    
    MCOL-887 Merge MariaDB 10.2.8

/root/columnstore/mariadb-columnstore-server/mariadb-columnstore-engine
commit 4441206050b07986f31402652c3299d36007d78d
Merge: 90353b9 230d013
Author: Andrew Hutchings 
Date:   Tue Sep 5 20:36:02 2017 +0100

    Merge pull request #247 from mariadb-corporation/MCOL-579
    
    Add compiler flag checks and hardening flags

Regression tests passed.
"
1438,MCOL-59,MCOL,Dipti Joshi,83811,2016-05-31 06:40:19,[~hill]Is this change going to be available in Alpha version ?,1,[~hill]Is this change going to be available in Alpha version ?
1439,MCOL-59,MCOL,David Hill,83848,2016-05-31 13:13:10,"There are too many file changes (both OAM and DB files) and tool changes required for this to be done in Alpha timeframe.
Should be planned for Beta.",2,"There are too many file changes (both OAM and DB files) and tool changes required for this to be done in Alpha timeframe.
Should be planned for Beta."
1440,MCOL-59,MCOL,David Hill,84548,2016-06-24 19:42:13,"changes applied to repo engine, branch mcol-59.

under test now, ready for review",3,"changes applied to repo engine, branch mcol-59.

under test now, ready for review"
1441,MCOL-59,MCOL,David Hill,84549,2016-06-24 19:42:57,"code in mcol-59, repo engine

Changed all references of Calpont.xml to Columnstore.xml",4,"code in mcol-59, repo engine

Changed all references of Calpont.xml to Columnstore.xml"
1442,MCOL-593,MCOL,Andrew Hutchings,126316,2019-04-15 13:57:44,"Patch adds a MariaDB replication option which can be enabled using the following in the SystemConfig section of Columnstore.xml:

<ReplicationEnabled>Y</ReplicationEnabled>

For QA:
1. Create a MariaDB server with an InnoDB table
2. Create a ColumnStore 1UM setup with a ColumnStore table of the same/similar schema
3. Configure slave-ids and enable binlog on the MariaDB server
4. Use CHANGE MASTER TO on the ColumnStore UM to enable replication
5. Do a few DML statements.

There may be issues with multi-UM setups for now. Improvements for this will come later, this is why it is a hidden option for now.",1,"Patch adds a MariaDB replication option which can be enabled using the following in the SystemConfig section of Columnstore.xml:

Y

For QA:
1. Create a MariaDB server with an InnoDB table
2. Create a ColumnStore 1UM setup with a ColumnStore table of the same/similar schema
3. Configure slave-ids and enable binlog on the MariaDB server
4. Use CHANGE MASTER TO on the ColumnStore UM to enable replication
5. Do a few DML statements.

There may be issues with multi-UM setups for now. Improvements for this will come later, this is why it is a hidden option for now."
1443,MCOL-593,MCOL,Daniel Lee,126621,2019-04-22 19:11:49,"Build verified: 1.2.2-1 nightly

[root@localhost centos7]# cat gitversionInfo.txt 
server commit:
137b9a8
engine commit:
b3a7559

 1. installed MariaDB Server 10.3.14, set it as replication master
  2. created InnoDB table repdb.orders
  3. installed ColumnStore 1.2.4-1 (nightly build), set it as replication Slave
  4. created ColumnStore table repdb.orders
  5. created InnoDB tables in MariaDB server and verified tables were replicated to ColumnStore
  6. inserted rows into repdb.orders in MariaDB Server
  7. verified inserted row was not replicated (Expected, Columnstore.xml not yet setup)
  8. added <ReplicationEnabled>Y</ReplicationEnabled> and restarted ColumnStore
  9. inserted rows into repdb.orders in MariaDB Server
  10. verified inserted row was replicated

  After replication has been setup, tables can be setup as the following:

  1. stop replication slave in ColumnStore (stop slave)
  2. reset replication slave in ColumnStore (reset slave)
  3. create InnoDB table in MariaDB Server
  4. create ColumnStore table in ColumnStore
  5. ""CHANGE MASTER TO"" in ColumnStore
  6. start slave in ColumnStore (start slave)
  7. insert rows in master
  8. verify inserted rows in slave


Notes:

On Master

MariaDB [repdb]> CREATE USER 'replication_user'@'%' IDENTIFIED BY 'bigs3cret';
Query OK, 0 rows affected (0.000 sec)

MariaDB [repdb]> GRANT REPLICATION SLAVE ON *.* TO 'replication_user'@'%';
Query OK, 0 rows affected (0.001 sec)

MariaDB [repdb]> show master status;
+--------------------+----------+--------------+------------------+
| File               | Position | Binlog_Do_DB | Binlog_Ignore_DB |
+--------------------+----------+--------------+------------------+
| master1-bin.000001 |     2452 |              |                  |
+--------------------+----------+--------------+------------------+
1 row in set (0.000 sec)


On Slave:

update /etc/hosts file

10.0.0.15 repmaster

MariaDB [repdb]> CHANGE MASTER TO
    ->   MASTER_HOST='repmaster',
    ->   MASTER_USER='replication_user',
    ->   MASTER_PASSWORD='bigs3cret',
    ->   MASTER_PORT=3306,
    ->   MASTER_LOG_FILE='master1-bin.000001',
    ->   MASTER_LOG_POS=2452,
    ->   MASTER_CONNECT_RETRY=10;
Query OK, 0 rows affected (0.023 sec)

MariaDB [repdb]> start slave;
Query OK, 0 rows affected (0.002 sec)

MariaDB [repdb]> show slave status\G;
*************************** 1. row ***************************
                Slave_IO_State: Waiting for master to send event
                   Master_Host: repmaster
                   Master_User: replication_user
                   Master_Port: 3306
                 Connect_Retry: 10
               Master_Log_File: master1-bin.000001
           Read_Master_Log_Pos: 2452
                Relay_Log_File: relay-bin.000002
                 Relay_Log_Pos: 557
         Relay_Master_Log_File: master1-bin.000001
              Slave_IO_Running: Yes
             Slave_SQL_Running: Yes
               Replicate_Do_DB: 
           Replicate_Ignore_DB: 
            Replicate_Do_Table: 
        Replicate_Ignore_Table: 
       Replicate_Wild_Do_Table: 
   Replicate_Wild_Ignore_Table: 
                    Last_Errno: 0
                    Last_Error: 
                  Skip_Counter: 0
           Exec_Master_Log_Pos: 2452
               Relay_Log_Space: 860
               Until_Condition: None
                Until_Log_File: 
                 Until_Log_Pos: 0
            Master_SSL_Allowed: No
            Master_SSL_CA_File: 
            Master_SSL_CA_Path: 
               Master_SSL_Cert: 
             Master_SSL_Cipher: 
                Master_SSL_Key: 
         Seconds_Behind_Master: 0
 Master_SSL_Verify_Server_Cert: No
                 Last_IO_Errno: 0
                 Last_IO_Error: 
                Last_SQL_Errno: 0
                Last_SQL_Error: 
   Replicate_Ignore_Server_Ids: 
              Master_Server_Id: 1
                Master_SSL_Crl: 
            Master_SSL_Crlpath: 
                    Using_Gtid: No
                   Gtid_IO_Pos: 
       Replicate_Do_Domain_Ids: 
   Replicate_Ignore_Domain_Ids: 
                 Parallel_Mode: conservative
                     SQL_Delay: 0
           SQL_Remaining_Delay: NULL
       Slave_SQL_Running_State: Slave has read all relay log; waiting for the slave I/O thread to update it
              Slave_DDL_Groups: 1
Slave_Non_Transactional_Groups: 0
    Slave_Transactional_Groups: 1
1 row in set (0.001 sec)


",2,"Build verified: 1.2.2-1 nightly

[root@localhost centos7]# cat gitversionInfo.txt 
server commit:
137b9a8
engine commit:
b3a7559

 1. installed MariaDB Server 10.3.14, set it as replication master
  2. created InnoDB table repdb.orders
  3. installed ColumnStore 1.2.4-1 (nightly build), set it as replication Slave
  4. created ColumnStore table repdb.orders
  5. created InnoDB tables in MariaDB server and verified tables were replicated to ColumnStore
  6. inserted rows into repdb.orders in MariaDB Server
  7. verified inserted row was not replicated (Expected, Columnstore.xml not yet setup)
  8. added Y and restarted ColumnStore
  9. inserted rows into repdb.orders in MariaDB Server
  10. verified inserted row was replicated

  After replication has been setup, tables can be setup as the following:

  1. stop replication slave in ColumnStore (stop slave)
  2. reset replication slave in ColumnStore (reset slave)
  3. create InnoDB table in MariaDB Server
  4. create ColumnStore table in ColumnStore
  5. ""CHANGE MASTER TO"" in ColumnStore
  6. start slave in ColumnStore (start slave)
  7. insert rows in master
  8. verify inserted rows in slave


Notes:

On Master

MariaDB [repdb]> CREATE USER 'replication_user'@'%' IDENTIFIED BY 'bigs3cret';
Query OK, 0 rows affected (0.000 sec)

MariaDB [repdb]> GRANT REPLICATION SLAVE ON *.* TO 'replication_user'@'%';
Query OK, 0 rows affected (0.001 sec)

MariaDB [repdb]> show master status;
+--------------------+----------+--------------+------------------+
| File               | Position | Binlog_Do_DB | Binlog_Ignore_DB |
+--------------------+----------+--------------+------------------+
| master1-bin.000001 |     2452 |              |                  |
+--------------------+----------+--------------+------------------+
1 row in set (0.000 sec)


On Slave:

update /etc/hosts file

10.0.0.15 repmaster

MariaDB [repdb]> CHANGE MASTER TO
    ->   MASTER_HOST='repmaster',
    ->   MASTER_USER='replication_user',
    ->   MASTER_PASSWORD='bigs3cret',
    ->   MASTER_PORT=3306,
    ->   MASTER_LOG_FILE='master1-bin.000001',
    ->   MASTER_LOG_POS=2452,
    ->   MASTER_CONNECT_RETRY=10;
Query OK, 0 rows affected (0.023 sec)

MariaDB [repdb]> start slave;
Query OK, 0 rows affected (0.002 sec)

MariaDB [repdb]> show slave status\G;
*************************** 1. row ***************************
                Slave_IO_State: Waiting for master to send event
                   Master_Host: repmaster
                   Master_User: replication_user
                   Master_Port: 3306
                 Connect_Retry: 10
               Master_Log_File: master1-bin.000001
           Read_Master_Log_Pos: 2452
                Relay_Log_File: relay-bin.000002
                 Relay_Log_Pos: 557
         Relay_Master_Log_File: master1-bin.000001
              Slave_IO_Running: Yes
             Slave_SQL_Running: Yes
               Replicate_Do_DB: 
           Replicate_Ignore_DB: 
            Replicate_Do_Table: 
        Replicate_Ignore_Table: 
       Replicate_Wild_Do_Table: 
   Replicate_Wild_Ignore_Table: 
                    Last_Errno: 0
                    Last_Error: 
                  Skip_Counter: 0
           Exec_Master_Log_Pos: 2452
               Relay_Log_Space: 860
               Until_Condition: None
                Until_Log_File: 
                 Until_Log_Pos: 0
            Master_SSL_Allowed: No
            Master_SSL_CA_File: 
            Master_SSL_CA_Path: 
               Master_SSL_Cert: 
             Master_SSL_Cipher: 
                Master_SSL_Key: 
         Seconds_Behind_Master: 0
 Master_SSL_Verify_Server_Cert: No
                 Last_IO_Errno: 0
                 Last_IO_Error: 
                Last_SQL_Errno: 0
                Last_SQL_Error: 
   Replicate_Ignore_Server_Ids: 
              Master_Server_Id: 1
                Master_SSL_Crl: 
            Master_SSL_Crlpath: 
                    Using_Gtid: No
                   Gtid_IO_Pos: 
       Replicate_Do_Domain_Ids: 
   Replicate_Ignore_Domain_Ids: 
                 Parallel_Mode: conservative
                     SQL_Delay: 0
           SQL_Remaining_Delay: NULL
       Slave_SQL_Running_State: Slave has read all relay log; waiting for the slave I/O thread to update it
              Slave_DDL_Groups: 1
Slave_Non_Transactional_Groups: 0
    Slave_Transactional_Groups: 1
1 row in set (0.001 sec)


"
1444,MCOL-593,MCOL,YURII KANTONISTOV,142384,2020-01-20 12:03:49,"Tried this feature with MariaDB 10.3.21 innodb as a master and Columnstore 1.2.5(MariaDB 10.3.16) as a slave, simplest 1xUM+1xPM configuration.

Replication can be established - both master and slave has pre-created table:

master:
create table xxx (id int) ENGINE=InnoDB;

slave:
create table xxx (id int) ENGINE=ColumnStore;

""CHANGE MASTER TO/start slave/show slave status"" commands work smoothly, but when doing very first ""insert into xxx values (1);"" on the master - 
slave's mysqld process goes into crash-restart loop (see attached fies1hal08.tellabs.fi.log,zip):

...
2020-01-20 13:40:21 10 [Note] Slave I/O thread: Start asynchronous replication to master 'mycolumnrep@172.19.132.52:2048' in log '1.000002' at position 539
2020-01-20 13:40:21 11 [Note] Slave SQL thread initialized, starting replication in log '1.000002' at position 334, relay log '/usr/local/mariadb/columnstore/mysql/db/relay-bin.000002' position: 547
2020-01-20 13:40:21 0 [Note] /usr/local/mariadb/columnstore/mysql//bin/mysqld: ready for connections.
Version: '10.3.16-MariaDB-log'  socket: '/usr/local/mariadb/columnstore/mysql/lib/mysql/mysql.sock'  port: 3306  Columnstore 1.2.5-1
2020-01-20 13:40:21 10 [Note] Slave I/O thread: connected to master 'mycolumnrep@172.19.132.52:2048',replication started in log '1.000002' at position 539
terminate called after throwing an instance of 'std::logic_error'
  what():  basic_string::_S_construct null not valid
200120 13:40:21 [ERROR] mysqld got signal 6 ;
...

Will appreciate any hint how to fix it or at least how to investigate it further.
",3,"Tried this feature with MariaDB 10.3.21 innodb as a master and Columnstore 1.2.5(MariaDB 10.3.16) as a slave, simplest 1xUM+1xPM configuration.

Replication can be established - both master and slave has pre-created table:

master:
create table xxx (id int) ENGINE=InnoDB;

slave:
create table xxx (id int) ENGINE=ColumnStore;

""CHANGE MASTER TO/start slave/show slave status"" commands work smoothly, but when doing very first ""insert into xxx values (1);"" on the master - 
slave's mysqld process goes into crash-restart loop (see attached fies1hal08.tellabs.fi.log,zip):

...
2020-01-20 13:40:21 10 [Note] Slave I/O thread: Start asynchronous replication to master 'mycolumnrep@172.19.132.52:2048' in log '1.000002' at position 539
2020-01-20 13:40:21 11 [Note] Slave SQL thread initialized, starting replication in log '1.000002' at position 334, relay log '/usr/local/mariadb/columnstore/mysql/db/relay-bin.000002' position: 547
2020-01-20 13:40:21 0 [Note] /usr/local/mariadb/columnstore/mysql//bin/mysqld: ready for connections.
Version: '10.3.16-MariaDB-log'  socket: '/usr/local/mariadb/columnstore/mysql/lib/mysql/mysql.sock'  port: 3306  Columnstore 1.2.5-1
2020-01-20 13:40:21 10 [Note] Slave I/O thread: connected to master 'mycolumnrep@172.19.132.52:2048',replication started in log '1.000002' at position 539
terminate called after throwing an instance of 'std::logic_error'
  what():  basic_string::_S_construct null not valid
200120 13:40:21 [ERROR] mysqld got signal 6 ;
...

Will appreciate any hint how to fix it or at least how to investigate it further.
"
1445,MCOL-597,MCOL,David Hall,95021,2017-05-09 20:28:41,I put off asking for a review until the merge had settled down.,1,I put off asking for a review until the merge had settled down.
1446,MCOL-597,MCOL,Andrew Hutchings,95059,2017-05-10 11:08:24,Happy to put this to test. Any remaining issues are already know about and it seems to be working well so far.,2,Happy to put this to test. Any remaining issues are already know about and it seems to be working well so far.
1447,MCOL-597,MCOL,Daniel Lee,95613,2017-05-22 14:16:00,"Build verified: 1.1.0 GitHub source

[root@localhost mariadb-columnstore-server]# git show
commit 349cae544b6bc71910267a3b3b0fa3fb57b0a587
Merge: bd13090 2ecb85c
Author: benthompson15 <ben.thompson@mariadb.com>
Date:   Thu May 4 16:06:16 2017 -0500

    Merge pull request #50 from mariadb-corporation/10.2-fixes
    
    10.2 fixes

[root@localhost mariadb-columnstore-server]# cd mariadb-columnstore-engine/
[root@localhost mariadb-columnstore-engine]# git show
commit 42ec73fa8c1f56fecf193f758fba2484f4c51e81
Merge: d3d2caa cfb3a10
Author: David Hill <david.hill@mariadb.com>
Date:   Thu May 18 09:28:20 2017 -0500

    Merge branch 'develop' of https://github.com/mariadb-corporation/mariadb-columnstore-engine into develop

Welcome to the MariaDB monitor.  Commands end with ; or \g.
Your MariaDB connection id is 12
Server version: 10.2.5-MariaDB-log Columnstore 1.1.0-1

Copyright (c) 2000, 2016, Oracle, MariaDB Corporation Ab and others.

Type 'help;' or '\h' for help. Type '\c' to clear the current input statement.



",3,"Build verified: 1.1.0 GitHub source

[root@localhost mariadb-columnstore-server]# git show
commit 349cae544b6bc71910267a3b3b0fa3fb57b0a587
Merge: bd13090 2ecb85c
Author: benthompson15 
Date:   Thu May 4 16:06:16 2017 -0500

    Merge pull request #50 from mariadb-corporation/10.2-fixes
    
    10.2 fixes

[root@localhost mariadb-columnstore-server]# cd mariadb-columnstore-engine/
[root@localhost mariadb-columnstore-engine]# git show
commit 42ec73fa8c1f56fecf193f758fba2484f4c51e81
Merge: d3d2caa cfb3a10
Author: David Hill 
Date:   Thu May 18 09:28:20 2017 -0500

    Merge branch 'develop' of URL into develop

Welcome to the MariaDB monitor.  Commands end with ; or \g.
Your MariaDB connection id is 12
Server version: 10.2.5-MariaDB-log Columnstore 1.1.0-1

Copyright (c) 2000, 2016, Oracle, MariaDB Corporation Ab and others.

Type 'help;' or '\h' for help. Type '\c' to clear the current input statement.



"
1448,MCOL-598,MCOL,David Thompson,96478,2017-06-12 17:34:29,"I did some initial tests and it appears that non-recursive CTE's worked for the cases i tested. Testing a recursive CTE caused a mysqld crash, should verify that and capture backtrace to review and file a seperate bug.   

Please review and add some test cases to verify this for varying cases including views and use in store procs.",1,"I did some initial tests and it appears that non-recursive CTE's worked for the cases i tested. Testing a recursive CTE caused a mysqld crash, should verify that and capture backtrace to review and file a seperate bug.   

Please review and add some test cases to verify this for varying cases including views and use in store procs."
1449,MCOL-598,MCOL,Daniel Lee,96764,2017-06-21 22:54:16,"Build tested: Github source 1.1.0-1
[root@localhost mariadb-columnstore-server]# git show
commit 594ef1807a5d6cba45cf7c2bed03cccdc32f177a
Merge: a5f191d ce815f9
Author: David.Hall <david.hall@mariadb.com>
Date: Thu Jun 8 10:12:50 2017 -0500
[root@localhost mariadb-columnstore-engine]# git show
commit ebaf24473c0838989bf504a7c104c511b876fcb8
Author: david hill <david.hill@mariadb.com>
Date: Fri Jun 16 16:53:48 2017 -0500

Non-recursive CTE worked fine.

select * from nation n ,region r where n.n_regionkey = r.r_regionkey and r.r_regionkey in (with t as (select * from region where r_regionkey <=3) select r_regionkey from t where r_name <> ""ASIA""); 


Recursive CTE caused mysqld to crash.

create table folks (id int, name varchar(20), father int, mother int) engine=columnstore;
insert into folks values (100, 'Alex', 20, 30);
insert into folks values (20, 'Dad', 10, NULL);
insert into folks values (30, 'Mom', NULL, NULL);
insert into folks values (10, 'Grandpa', NULL, NULL);
insert into folks values (98, 'Sister Amy', 20, 30);
select * from folks;


with recursive ancestors as (
select * from folks
where name = 'Alex'
union
select f.*
from folks as f, ancestors as a
where
f.id = a.father or f.id = a.mother
)
select * from ancestors;

with recursive ancestors as ( select * from folks where name = 'Alex' union select f.* from folks as f, ancestors as a where f.id = a.father or f.id = a.mother ) select * from ancestors;

ERROR 2013 (HY000): Lost connection to MySQL server during query

content in /usr/local/mariadb/columnstore/mysql/db/localhost.localdomain.err

170621 22:52:02 mysqld_safe Number of processes running now: 0
170621 22:52:02 mysqld_safe mysqld restarted
2017-06-21 22:52:02 140282559596608 [Note] /usr/local/mariadb/columnstore/mysql//bin/mysqld (mysqld 10.2.6-MariaDB-log) starting as process 26696 ...
170621 22:52:02 Columnstore: Started; Version: 1.0.2-1
170621 22:52:02 InfiniDB: Started; Version: 1.0.2-1
2017-06-21 22:52:02 140282559596608 [Note] InnoDB: Mutexes and rw_locks use GCC atomic builtins
2017-06-21 22:52:02 140282559596608 [Note] InnoDB: Uses event mutexes
2017-06-21 22:52:02 140282559596608 [Note] InnoDB: Compressed tables use zlib 1.2.7
2017-06-21 22:52:02 140282559596608 [Note] InnoDB: Using Linux native AIO
2017-06-21 22:52:02 140282559596608 [Note] InnoDB: Number of pools: 1
2017-06-21 22:52:02 140282559596608 [Note] InnoDB: Using SSE2 crc32 instructions
2017-06-21 22:52:02 140282559596608 [Note] InnoDB: Initializing buffer pool, total size = 128M, instances = 1, chunk size = 128M
2017-06-21 22:52:02 140282559596608 [Note] InnoDB: Completed initialization of buffer pool
2017-06-21 22:52:02 140281482487552 [Note] InnoDB: If the mysqld execution user is authorized, page cleaner thread priority can be changed. See the man page of setpriority().
2017-06-21 22:52:02 140282559596608 [Note] InnoDB: Highest supported file format is Barracuda.
2017-06-21 22:52:02 140282559596608 [Note] InnoDB: Starting crash recovery from checkpoint LSN=7231013722
InnoDB: Last MySQL binlog file position 0 1526, file name /usr/local/mariadb/columnstore/mysql/db/mysql-bin.000003
2017-06-21 22:52:02 140282559596608 [Note] InnoDB: 128 out of 128 rollback segments are active.
2017-06-21 22:52:02 140282559596608 [Note] InnoDB: Removed temporary tablespace data file: ""ibtmp1""
2017-06-21 22:52:02 140282559596608 [Note] InnoDB: Creating shared tablespace for temporary tables
2017-06-21 22:52:02 140282559596608 [Note] InnoDB: Setting file './ibtmp1' size to 12 MB. Physically writing the file full; Please wait ...
2017-06-21 22:52:02 140282559596608 [Note] InnoDB: File './ibtmp1' size is now 12 MB.
2017-06-21 22:52:02 140282559596608 [Note] InnoDB: Waiting for purge to start
2017-06-21 22:52:02 140282559596608 [Note] InnoDB: 5.7.14 started; log sequence number 7231013731
2017-06-21 22:52:02 140281332619008 [Note] InnoDB: Loading buffer pool(s) from /usr/local/mariadb/columnstore/mysql/db/ib_buffer_pool
2017-06-21 22:52:02 140281332619008 [Note] InnoDB: Buffer pool(s) load completed at 170621 22:52:02
2017-06-21 22:52:02 140282559596608 [Note] Plugin 'FEEDBACK' is disabled.
2017-06-21 22:52:02 140282559596608 [Note] Recovering after a crash using /usr/local/mariadb/columnstore/mysql/db/mysql-bin
2017-06-21 22:52:02 140282559596608 [Note] Starting crash recovery...
2017-06-21 22:52:02 140282559596608 [Note] Crash recovery finished.
2017-06-21 22:52:02 140282559596608 [Note] Server socket created on IP: '::'.
2017-06-21 22:52:02 140282559596608 [Note] Reading of all Master_info entries succeded
2017-06-21 22:52:02 140282559596608 [Note] Added new Master_info '' to hash table
2017-06-21 22:52:02 140282559596608 [Note] /usr/local/mariadb/columnstore/mysql//bin/mysqld: ready for connections.
Version: '10.2.6-MariaDB-log'  socket: '/usr/local/mariadb/columnstore/mysql/lib/mysql/mysql.sock'  port: 3306  Columnstore 1.1.0-1



",2,"Build tested: Github source 1.1.0-1
[root@localhost mariadb-columnstore-server]# git show
commit 594ef1807a5d6cba45cf7c2bed03cccdc32f177a
Merge: a5f191d ce815f9
Author: David.Hall 
Date: Thu Jun 8 10:12:50 2017 -0500
[root@localhost mariadb-columnstore-engine]# git show
commit ebaf24473c0838989bf504a7c104c511b876fcb8
Author: david hill 
Date: Fri Jun 16 16:53:48 2017 -0500

Non-recursive CTE worked fine.

select * from nation n ,region r where n.n_regionkey = r.r_regionkey and r.r_regionkey in (with t as (select * from region where r_regionkey  ""ASIA""); 


Recursive CTE caused mysqld to crash.

create table folks (id int, name varchar(20), father int, mother int) engine=columnstore;
insert into folks values (100, 'Alex', 20, 30);
insert into folks values (20, 'Dad', 10, NULL);
insert into folks values (30, 'Mom', NULL, NULL);
insert into folks values (10, 'Grandpa', NULL, NULL);
insert into folks values (98, 'Sister Amy', 20, 30);
select * from folks;


with recursive ancestors as (
select * from folks
where name = 'Alex'
union
select f.*
from folks as f, ancestors as a
where
f.id = a.father or f.id = a.mother
)
select * from ancestors;

with recursive ancestors as ( select * from folks where name = 'Alex' union select f.* from folks as f, ancestors as a where f.id = a.father or f.id = a.mother ) select * from ancestors;

ERROR 2013 (HY000): Lost connection to MySQL server during query

content in /usr/local/mariadb/columnstore/mysql/db/localhost.localdomain.err

170621 22:52:02 mysqld_safe Number of processes running now: 0
170621 22:52:02 mysqld_safe mysqld restarted
2017-06-21 22:52:02 140282559596608 [Note] /usr/local/mariadb/columnstore/mysql//bin/mysqld (mysqld 10.2.6-MariaDB-log) starting as process 26696 ...
170621 22:52:02 Columnstore: Started; Version: 1.0.2-1
170621 22:52:02 InfiniDB: Started; Version: 1.0.2-1
2017-06-21 22:52:02 140282559596608 [Note] InnoDB: Mutexes and rw_locks use GCC atomic builtins
2017-06-21 22:52:02 140282559596608 [Note] InnoDB: Uses event mutexes
2017-06-21 22:52:02 140282559596608 [Note] InnoDB: Compressed tables use zlib 1.2.7
2017-06-21 22:52:02 140282559596608 [Note] InnoDB: Using Linux native AIO
2017-06-21 22:52:02 140282559596608 [Note] InnoDB: Number of pools: 1
2017-06-21 22:52:02 140282559596608 [Note] InnoDB: Using SSE2 crc32 instructions
2017-06-21 22:52:02 140282559596608 [Note] InnoDB: Initializing buffer pool, total size = 128M, instances = 1, chunk size = 128M
2017-06-21 22:52:02 140282559596608 [Note] InnoDB: Completed initialization of buffer pool
2017-06-21 22:52:02 140281482487552 [Note] InnoDB: If the mysqld execution user is authorized, page cleaner thread priority can be changed. See the man page of setpriority().
2017-06-21 22:52:02 140282559596608 [Note] InnoDB: Highest supported file format is Barracuda.
2017-06-21 22:52:02 140282559596608 [Note] InnoDB: Starting crash recovery from checkpoint LSN=7231013722
InnoDB: Last MySQL binlog file position 0 1526, file name /usr/local/mariadb/columnstore/mysql/db/mysql-bin.000003
2017-06-21 22:52:02 140282559596608 [Note] InnoDB: 128 out of 128 rollback segments are active.
2017-06-21 22:52:02 140282559596608 [Note] InnoDB: Removed temporary tablespace data file: ""ibtmp1""
2017-06-21 22:52:02 140282559596608 [Note] InnoDB: Creating shared tablespace for temporary tables
2017-06-21 22:52:02 140282559596608 [Note] InnoDB: Setting file './ibtmp1' size to 12 MB. Physically writing the file full; Please wait ...
2017-06-21 22:52:02 140282559596608 [Note] InnoDB: File './ibtmp1' size is now 12 MB.
2017-06-21 22:52:02 140282559596608 [Note] InnoDB: Waiting for purge to start
2017-06-21 22:52:02 140282559596608 [Note] InnoDB: 5.7.14 started; log sequence number 7231013731
2017-06-21 22:52:02 140281332619008 [Note] InnoDB: Loading buffer pool(s) from /usr/local/mariadb/columnstore/mysql/db/ib_buffer_pool
2017-06-21 22:52:02 140281332619008 [Note] InnoDB: Buffer pool(s) load completed at 170621 22:52:02
2017-06-21 22:52:02 140282559596608 [Note] Plugin 'FEEDBACK' is disabled.
2017-06-21 22:52:02 140282559596608 [Note] Recovering after a crash using /usr/local/mariadb/columnstore/mysql/db/mysql-bin
2017-06-21 22:52:02 140282559596608 [Note] Starting crash recovery...
2017-06-21 22:52:02 140282559596608 [Note] Crash recovery finished.
2017-06-21 22:52:02 140282559596608 [Note] Server socket created on IP: '::'.
2017-06-21 22:52:02 140282559596608 [Note] Reading of all Master_info entries succeded
2017-06-21 22:52:02 140282559596608 [Note] Added new Master_info '' to hash table
2017-06-21 22:52:02 140282559596608 [Note] /usr/local/mariadb/columnstore/mysql//bin/mysqld: ready for connections.
Version: '10.2.6-MariaDB-log'  socket: '/usr/local/mariadb/columnstore/mysql/lib/mysql/mysql.sock'  port: 3306  Columnstore 1.1.0-1



"
1450,MCOL-598,MCOL,Daniel Lee,96766,2017-06-21 23:21:56,"Ticket MCOL-782 has been opened to track the issues found above, plus an issue for non-recursive CTE in views.
",3,"Ticket MCOL-782 has been opened to track the issues found above, plus an issue for non-recursive CTE in views.
"
1451,MCOL-598,MCOL,Daniel Lee,96801,2017-06-22 14:03:20,Also created MCOL-783 to track recursive CTE issue.  MCOL-782 has been modified to track non-recursive CTE issue only.,4,Also created MCOL-783 to track recursive CTE issue.  MCOL-782 has been modified to track non-recursive CTE issue only.
1452,MCOL-598,MCOL,Daniel Lee,96863,2017-06-23 21:40:04,Completed investigation for this ticket. Two tickets have been created and linked.,5,Completed investigation for this ticket. Two tickets have been created and linked.
1453,MCOL-599,MCOL,David Thompson,96481,2017-06-12 17:40:16,"These won't work as distributed functions since there is no implementation yet, but can you verify if these will work in the select list and also with text/blob?",1,"These won't work as distributed functions since there is no implementation yet, but can you verify if these will work in the select list and also with text/blob?"
