issue_key,issue_type,project_key,created,time_add_to_sprint,creator,priority,original_summary_sprint,original_description_sprint,original_acceptance_criteria_sprint,original_story_points_sprint,num_comments_before_sprint,num_changes_text_before_sprint,num_changes_story_point_before_sprint,time_until_add_to_sprint,num_changes_summary_description_acceptance_sprint,num_different_words_all_text_sprint,is_change_text_num_words_5,is_change_text_num_words_10,is_change_text_num_words_15,is_change_text_num_words_20,num_issues_cretor_prev
MDEV-30847,New Feature,MDEV,2023-03-14 13:11:47,2025-09-23 09:21:45.000,sysprg,Critical,Hashicorp Plugin: Provide cache flush for key rotation,"The Hashicorp Vault plugin currently supports key versioning provided by the Hashicorp Vault Server. However, there is no ways in the plugin to initiate a key rotation and reset the data stored in the cache. Because of this, it is really impossible to build scenarios in which key values change without restarting the server.

To address this shortcoming, we need to adds a new global variable that allows the user to initiate key rotation at the plugin level - similar to the key management plugin for AWS:
{code}--[loose-]hashicorp-key-management-rotate-key=<identifier>|-1{code}
Setting this variable to a certain value rotates corresponding key - all data associated with it is erased from the cache and will be re-requested from the Hashicorp Vault server the next time the system accesses this key. The user can also specify special value -1 (minus one) to rotate all keys. When specified value is zero, no key rotation is performed.",,,1,0,0,1330329.9666666666,0,0,0,0,0,0,0
MDEV-37330,Task,MDEV,2025-07-28 15:11:14,2025-09-30 15:54:59.000,psergey,Critical,Ordered scans over PARTITION BY RANGE should not use priority queue,"Consider a table partitioned by date:

{code:sql}
CREATE TABLE t1 (
  date_created DATETIME
   user_id INT,
   ...
  INDEX idx1(user_id, date_created)
) PARTITION BY RANGE COLUMNS(date_created) (
 PARTITION `p_first`  VALUES LESS THAN ('2022-02-24 00:00:00'),
  ... 
 PARTITION `p_2025_02` VALUES LESS THAN ('2025-03-01 00:00:00'),
  ...
  PARTITION `p_last` VALUES LESS THAN ...
);
{code}

And a query looking to get the last row describing a given user.
{code:sql}
select * from t1
where user_id=1234
ORDER BY date_created DESC LIMIT 1
{code}

The index  {{idx1(user_id, date_created)}} will allow to use ref access and SQL layer will make one index lookup.

However, ha_partition has only two algorithms:
* unordered index scan
* ordered index scan

Here, ordered index scan will be used.  ha_partition will read a row from each partition and put that into the priority queue, then it will get the last one.
When there are many partitions, this will have a lot of overhead.  Why can't we just read the row from partition p_last ?  And after we've exhausted that, read the row from partition before the p_last and so forth? 
(This is actually similar to what ""unordered index scan"" code does except that code starts from partitions with smaller number and continues to partitions with larger number)

",,,9,0,0,92203.75,10,639,1,1,1,1,6
MDEV-37530,Task,MDEV,2025-08-29 16:59:26,2025-10-03 20:15:12.000,JIRAUSER55761,Major,Refactor Master & Relay Log info to iterable tuples,"Currently,
* Loose and repeated code provides the loading of the info files as well as te saving of the {{@@relay_log_info_file}}.
* One single hard-to-track text formatting drives the saving of the {{@@master_info_file}}. 

By iterating through collections of polymorphic instances, we not only avoid both issues for both operations, but can also expect the loops to be more performant.

Since all of the saved info is visible in SHOW REPLICA STATUS, the command can also optionally use a polymorphic method for writing its fields.
The same can't be guaranteed for the lexing/parsing for CHANGE MASTER currently, but it would nonetheless help with eventually eliminating repetitions in the code for evaluating.",,,1,0,0,50595.76666666667,0,0,0,0,0,0,2
MDEV-37146,Task,MDEV,2025-07-03 00:42:34,2025-10-21 10:01:00.000,JIRAUSER55761,Minor,mariadb-dump: Replace SHOW SLAVE STATUS usage with information_schema.SLAVE_STATUS,"{{SELECT ... FROM information_schema.SLAVE_STATUS}} is an alternative to {{SHOW SLAVE STATUS}} that supports {{WHERE}} and column selection.
Utilizing this server-side feature allows {{mariadb-dump --dump-slave}} to iterate only the required data on the client side.",,,1,1,0,158958.43333333332,0,0,0,0,0,0,1
MDEV-37949,New Feature,MDEV,2025-10-24 11:39:27,2025-11-27 13:28:43.000,marko,Blocker,Implement innodb_log_archive,"The InnoDB write-ahead log file ({{ib_logfile0}}) is pre-allocated to {{innodb_log_file_size}} and written as a ring buffer. This is good for write performance and space management, but unsuitable for arbitrary point-in-time recovery or for facilitating incremental backup.

As noted in MDEV-14992, it would be better if the server took care of saving a sufficient amount of InnoDB write-ahead log to support backup. The SQL interface with a backup program would be something like the following:
{code:sql}
-- At the start of the backup, we check if log archiving is already running.
SELECT @@GLOBAL.innodb_log_archive, variable_value
FROM information_schema.global_status
WHERE variable_name = 'INNODB_LSN_ARCHIVED';
-- If BETWEEN 1 AND the LSN of the previous backup, skip copying InnoDB files (incremental backup)
-- Else if necessary, request the log to be archived from the current LSN onwards.
SET GLOBAL innodb_log_archive=ON;
-- In this case, at the end of the backup, we would disable the log archiving again:
SET GLOBAL innodb_log_archive=OFF;
{code}
Log archiving could also be enabled indefinitely, to facilitate arbitrary point-in-time recovery of anything that is covered by the InnoDB write-ahead log. When MDEV-34705 is implemented and enabled, this would include the binlog. However, point-in-time recovery of DDL operations would not work without limitations even for an InnoDB-only deployment, because part of the data dictionary is stored in {{.frm}} files, whose creation is covered by a separate log (see MDEV-17567).

The default value of {{innodb_log_archive}} is OFF, meaning that the log archiving is disabled.

When {{innodb_log_archive=ON}}, changes of the parameter {{innodb_log_file_size}} will take place when the current log file is about to be filled up and a new file is being created and allocated. The log resizing logic (MDEV-27812) as well as the creation of a redundant log file {{ib_logfile101}} will remain in use when {{innodb_log_archive=OFF}}.

Log archiving will maintain an append-only ""manifest"" file {{ib_manifest.log}}, with contents similar to the following:
||checkpoint LSN||log file name||
|12288|{{ib_0000000000003000.log}}|
|50000|{{ib_0000000000003000.log}}|
|305441471|{{ib_0000000000003000.log}}|
|1074389568|{{ib_0000000040003000.log}}|

In the above example, the server would apparently have been initialized with the setting {{innodb_log_file_size=1G}}, because the first and the second archived log file are that many LSN apart. The server bootstrap completed at LSN 50000, and the first checkpoints of the subsequently started server were 305441471 and 1074389568. The latter entry is starting 0x9e240 bytes into the second archived log file. At the start of each archived log file, we’d also record a pointer to this first checkpoint, so that it will be possible to reconstruct the {{ib_manifest.log}} from individual log files.

The append-only file {{ib_manifest.log}} will be in a user-readable format. We are not too worried about corruption due to a file system crash or human error, because this file may is optional and may be reconstructed from individual {{ib_*.log}} files.

For efficient recovery from archived log files instead of {{ib_logfile0}}, two further start-up parameters will be introduced:
||parameter||meaning||
|{{innodb_log_recovery_start}}|checkpoint LSN to start recovery from (instead of the latest checkpoint in {{ib_logfile0}}); valid values include those that occur in the file {{ib_manifest.log}}|
|{{innodb_log_recovery_target}}|recovery point objective (end LSN of a backup)|
A backup client may write these into a {{.cnf}} file or pass these in a command line when invoking {{mariadbd}}. The idea of these parameters is to limit the scope of recovery and to avoid replaying an archived log from the very beginning to the very end.

We must keep in mind that the creation and modification of some files, such as {{.frm}} files that form part of the data dictionary, are not covered by the InnoDB write-ahead log. Therefore, it is important to be able to stop the recovery at a specific LSN.",,,4,4,0,49069.26666666667,2,514,1,1,1,1,3
MDEV-13594,New Feature,MDEV,2017-08-20 13:19:50,2025-12-09 15:42:24.000,ilya,Critical,Support for JSON operators column->path and column->>path,"Function JSON_EXTRACT() in MariaDB 10.2.x don't support column->path and column->>path operators that are supported in MySQL since version 5.7.13.
https://mariadb.com/kb/en/mariadb/json_extract

More details about syntax and examples here.

It work and in MySQL and in MariaDB.
{code:sql}
SELECT JSON_EXTRACT('{""id"":""1"", ""name"":""Name""}', '$.name') `name`;
SELECT JSON_UNQUOTE(JSON_EXTRACT('{""id"":""1"", ""name"":""Name""}', '$.name')) `name`;
{code}
It work only in MySQL.
{code:sql}
SELECT '{""id"":""1"", ""name"":""Name""}'->'$.name' `name`;
SELECT '{""id"":""1"", ""name"":""Name""}'->>'$.name' `name`;
{code}

https://dev.mysql.com/doc/refman/5.7/en/json-search-functions.html#operator_json-column-path
https://dev.mysql.com/doc/refman/5.7/en/json-search-functions.html#operator_json-inline-path

Because of this issue, I can't transparent migrate all my projects from MySQL to MariaDB. :-(",,,6,1,0,4367662.566666666,0,0,0,0,0,0,0
MDEV-19683,New Feature,MDEV,2019-06-04 03:07:09,2025-12-16 10:15:00.000,austinrutherford@gmail.com,Major,Add support for Oracle TO_DATE(),"Implement TO_DATE(VARCHAR2 [DEFAULT return_value ON CONVERSION ERROR], VARCHAR2) 

https://docs.oracle.com/en/database/oracle/oracle-database/18/sqlrf/TO_DATE.html

This could be implemented by reusing the code of str_to_date(), but using another version
of extract_date_time()


",,,1,4,0,3437707.85,0,0,0,0,0,0,0
MDEV-37932,Task,MDEV,2025-10-23 10:35:53,2025-12-16 17:29:44.000,psergey,Major,FULL OUTER JOIN:  Make the parser support FULL OUTER JOIN syntax,"Taking a part of MDEV-36813:

Fix the parser. (an attempt to just add FULL OUTER JOIN alongside with LEFT and INNER and that causes some mysterious reduce/reduce conflicts: full-outer-join-parser-FAIL.diff ).

The produced data structure for
{code}
  (t1 FULL OUTER JOIN t2 ON ... )
{code}

TABLE_LIST(t1) will have a mark noting it's left table of full outer join
TABLE_LIST(t2) will have a mark noting it's right table of full outer join and on_expr (like right tables of LEFT JOINs do).

In the first milestone, you can also introduce/set LEX::has_full_outer_join and produce ER_NOT_SUPPORTED (instead of Parse Error) when that variable is set.",,,3,0,0,78173.85,0,0,0,0,0,0,7
MDEV-38435,New Feature,MDEV,2025-12-27 12:37:48,2026-01-06 14:29:01.000,monty,Major,Add Gtid_binlog_pos to SHOW MASTER STATUS,"Added Gtid_binlog_pos to SHOW [BINLOG | MASTER] STATUS

As GTID is enabled by default, it is good to have the GTID position in SHOW MASTER STATUS
so that one does not have to do:
SHOW MASTER STATUS;
SELECT @@global.gtid_binlog_pos;

To find the current state for the master.",,,4,1,0,14511.216666666667,0,0,0,0,0,0,3
MDEV-38500,New Feature,MDEV,2026-01-07 19:19:44,2026-01-14 09:07:30.000,ralf.gebhardt@mariadb.com,Blocker,Provide VIDEX Server as Docker Image,"With MDEV-36737 we want to get the VIDEX Plugin added to MariaDB Server. MDEV-38409 is covering the request to create VIDEX Server packages for getting the server part installed, which is needed to take use of the plugin.

As MDEV-384409 is more complex to get done a first step can be to provide VIDEX Server as Docker Image",,,2,0,0,9467.766666666666,0,0,0,0,0,0,0
MDEV-38249,Task,MDEV,2025-12-04 09:31:21,2026-01-27 10:23:00.000,bar,Major,Refactoring: Change Item_save_in_value() not to return SQL NULL,"The return value for Type_handler::Item_save_in_value() is misleading. It currently returns:
- true if the value evaluated to SQL NULL
- false otherwise

Similar functions return true if some error happened. So the code looks confusing.

Let's change the return type from bool to void.

Let's also add a new method st_value::is_null(), to make SQL NULL tests simpler, as follows:

{code:cpp}
  bool is_null() const
  {
    return m_type == DYN_COL_NULL;
  }
{code}

so the callers, instead of testing the return value, can test value.is_null().

The caller code will change, for example, like this:

{code:cpp}
   st_value tmp;
-  if (!item->save_in_value(thd, &tmp))
+  item->save_in_value(thd, &tmp);
+  if (!tmp.is_null())
{code}",,,2,0,0,77811.65,0,0,0,0,0,0,2
MDEV-22186,New Feature,MDEV,2020-04-08 00:58:52,2026-01-27 10:23:00.000,roel,Major,Please add innodb_buffer_pool_in_core_file option (Facebook/MySQL 8 cherry pick patch),"It would be great to have the innodb_buffer_pool_in_core_file option in all MariaDB versions (10.1-10.5).

Please ref;
- https://mysql.wisborg.dk/2019/02/11/reduce-mysql-core-dump-size-by-excluding-the-innodb-buffer-pool/
- https://dev.mysql.com/doc/refman/8.0/en/innodb-parameters.html#sysvar_innodb_buffer_pool_in_core_file
",,,10,0,0,3053364.1333333333,3,20,1,1,1,1,0
MDEV-21543,New Feature,MDEV,2020-01-21 08:22:57,2026-01-27 10:23:00.000,JIRAUSER40807,Critical,hp_rec_key_cmp suboptimal comparison,"hp_rec_key_cmp performs two string comparison in two phases: while the first one it searches
an octet length of comparing strings and while the second one it does comparison using strnncollsp.
The main issue is that hp_rec_key_cmp decodes all the comparing strings completely whereas they could differ starting just from their first characters. Besides the fact that this issue has no performance impact in case of fixed length encoding, UTF-8 performance is suffering a lot.",,,2,0,0,3165240.05,1,3,0,0,0,0,0
MDEV-24813,Task,MDEV,2021-02-09 06:37:18,2026-01-27 10:23:00.000,marko,Critical,Locking full table scan fails to use table-level locking,"The following test case shows that table locks are not being passed to the storage engine in any of the cases of locking read.
{code:sql}
--source include/have_innodb.inc
--source include/have_sequence.inc
--source include/not_debug.inc

SET @save_freq=@@GLOBAL.innodb_purge_rseg_truncate_frequency;
SET GLOBAL innodb_purge_rseg_truncate_frequency=1;

CREATE TABLE t (a INT PRIMARY KEY) ENGINE=InnoDB;
INSERT INTO t(a) SELECT seq FROM seq_0_to_1000000;

--source include/wait_all_purged.inc
SET GLOBAL innodb_purge_rseg_truncate_frequency=@save_freq;

SET profiling_history_size=100;
SET profiling = 1;

START TRANSACTION;
LOCK TABLE t WRITE;
SELECT COUNT(*) FROM t FOR UPDATE;
UNLOCK TABLES;
COMMIT;
SELECT COUNT(*) FROM t FOR UPDATE;

START TRANSACTION;
LOCK TABLE t READ;
SELECT COUNT(*) FROM t LOCK IN SHARE MODE;
UNLOCK TABLES;
COMMIT;
SELECT COUNT(*) FROM t LOCK IN SHARE MODE;

SHOW PROFILES;
SET profiling = 0;
DROP TABLE t;
{code}
I would have expected that an explicit {{LOCK TABLE}} would be passed to the storage engine, like it seems to have been the case during the development of MDEV-14479.

I would also expect the optimizer to automatically pass information to the storage engine so that the table can be locked upfront, if we know that the entire table will be scanned in a locking operation. This should include the following:
* {{CREATE…SELECT}}
* {{INSERT…SELECT}}
* {{SELECT…LOCK IN SHARE MODE}}
* {{SELECT…FOR UPDATE}}
* {{SELECT}} executed at {{TRANSACTION ISOLATION LEVEL SERIALIZABLE}}
* {{UPDATE}}
* {{DELETE}}

If no {{WHERE}} or {{JOIN}} condition applies to the table, nor a {{LIMIT}} is present, then we should expect the operation to scan the entire table, and the storage engine should be requested to lock the entire table.

MDEV-14479 fixed the InnoDB record locking in such a way that when the table has already been locked in the corresponding mode, no individual record locks will be allocated and created. If we set a breakpoint in {{lock_create_low()}} after {{ha_innobase::create()}} has finished in the above test case, we will observe the following:
{noformat:title=10.5 ffc5d064895cadbc42711efd7dbb6ae1b323f050}
Thread 15 ""mariadbd"" hit Breakpoint 1, lock_rec_create_low (c_lock=0x0, 
    thr=0x0, type_mode=3, page_id={m_id = 21474836484}, 
    page=0x7ffff0b70000 """", heap_no=2, index=0x7fffbc01af40, 
    trx=0x7ffff17260d8, holds_trx_mutex=false)
    at /mariadb/10.5m/storage/innobase/lock/lock0lock.cc:1294
(gdb) p index.table.locks
$7 = {count = 1, start = 0x7ffff1726cb0, end = 0x7ffff1726cb0, 
  node = &lock_table_t::locks}
(gdb) p *index.table.locks.start
$8 = {trx = 0x7ffff17260d8, trx_locks = {prev = 0x0, next = 0x0}, 
  index = 0x0, hash = 0x0, requested_time = 0, wait_time = 0, un_member = {
    tab_lock = {table = 0x7fffbc019e10, locks = {prev = 0x0, next = 0x0}}, 
    rec_lock = {page_id = {m_id = 140736347610640}, n_bits = 0}}, 
  type_mode = 17}
{noformat}
Note: {{type_mode == 17 == LOCK_TABLE \| LOCK_IX}}. For the {{LOCK IN SHARE MODE}}, it would be {{16 == LOCK_TABLE \| LOCK_IS}}. We would expect the table lock to exist in {{LOCK_X}} or {{LOCK_S}} mode, so that no locks will have to be allocated for each individual visited row.

If we change the {{CREATE TABLE}} to {{CREATE TEMPORARY TABLE}}, we can get an accurate estimate of how fast the execution would be without the row-level locking.

On my system, with locking, each full-table-scan consumes between 0.49 and 0.66 seconds (the first run being the slowest). This can probably be attributed to dynamic memory allocation.

With a temporary table, each locking full-table scan consumes between 0.28 and 0.30 seconds. The memory operations related to row-level locking are roughly doubling the execution time (and seriously increasing the memory footprint)!",,,12,0,0,2610945.7,1,29,1,1,1,1,2
MDEV-38753,Task,MDEV,2026-02-04 12:55:04,2026-02-05 12:45:22.000,psergey,Major,Debugging help: print which MEM_ROOT the object is on,"This is a debugging help function that was developed when reviewing fix for MDEV-35815. 

Developers agreed that it's generally useful.

Targeting 10.6 as we are still debugging there, too, and this will have no impact on release builds. 

Example of usage:
Where is ""pos"" located:
{code}
(gdb) p pos
$67 = (Item_direct_view_ref *) 0x7fff58b66a30

(gdb) p dbug_which_mem_root(thd, pos)
$68 = 0x55555703a912 ""thd->stmt_arena->mem_root""
{code}
Ok, it is statement-lifetime mem_root.

What about pos->name? Where was it allocated? 
{code}
(gdb) p pos->name.str
$69 = 0x7fff58017f10 ""fld""

(gdb) p dbug_which_mem_root(thd, pos->name.str)
$70 = 0x55555703a904 ""thd->mem_root""
{code}
On a transient mem_root. This was the bug in MDEV-35815 .
",,,1,0,0,1430.3,0,0,0,0,0,0,8
MXS-6164,Task,MXS,2026-02-10 08:37:16,2026-02-18 07:13:59.000,JIRAUSER54422,Critical,SBOM vulnerability GHSA-43fc-jf86-j433 (MXS),"GHSA-43fc-jf86-j433 with severity *High*.
Package type {{github:language:javascript}}, name {{axios}}, affected version {{0.28.1}}, fix version {{1.13.5}}.
Total number of findings: 76

For general information on vulnerability management please refer to the [Wiki page|https://mariadbcorp.atlassian.net/l/cp/qENscB6E].

||Type||Software Package||Version||package_name||Report Date||
|application|MaxScale|25.01.5|maxscale-25.01.5-1.debian.bookworm.aarch64|2026-02-10T08:37:14Z|
|application|MaxScale|25.01.5|maxscale-25.01.5-1.debian.bookworm.x86_64|2026-02-10T08:37:14Z|
|application|MaxScale|25.01.5|maxscale-25.01.5-1.debian.bullseye.aarch64|2026-02-10T08:37:14Z|
|application|MaxScale|25.01.5|maxscale-25.01.5-1.debian.bullseye.x86_64|2026-02-10T08:37:14Z|
|application|MaxScale|25.01.5|maxscale-25.01.5-1.debian.trixie.aarch64|2026-02-10T08:37:14Z|
|application|MaxScale|25.01.5|maxscale-25.01.5-1.debian.trixie.x86_64|2026-02-10T08:37:14Z|
|application|MaxScale|25.01.5|maxscale-25.01.5-1.rhel.10.aarch64|2026-02-10T08:37:14Z|
|application|MaxScale|25.01.5|maxscale-25.01.5-1.rhel.10.x86_64|2026-02-10T08:37:14Z|
|application|MaxScale|25.01.5|maxscale-25.01.5-1.rhel.8.aarch64|2026-02-10T08:37:14Z|
|application|MaxScale|25.01.5|maxscale-25.01.5-1.rhel.8.x86_64|2026-02-10T08:37:14Z|
|application|MaxScale|25.01.5|maxscale-25.01.5-1.rhel.9.aarch64|2026-02-10T08:37:14Z|
|application|MaxScale|25.01.5|maxscale-25.01.5-1.rhel.9.ppc64le|2026-02-10T08:37:14Z|
|application|MaxScale|25.01.5|maxscale-25.01.5-1.rhel.9.x86_64|2026-02-10T08:37:14Z|
|application|MaxScale|25.01.5|maxscale-25.01.5-1.sles.15.aarch64|2026-02-10T08:37:14Z|
|application|MaxScale|25.01.5|maxscale-25.01.5-1.sles.15.x86_64|2026-02-10T08:37:14Z|
|application|MaxScale|25.01.5|maxscale-25.01.5-1.ubuntu.jammy.aarch64|2026-02-10T08:37:14Z|
|application|MaxScale|25.01.5|maxscale-25.01.5-1.ubuntu.jammy.x86_64|2026-02-10T08:37:14Z|
|application|MaxScale|25.01.5|maxscale-25.01.5-1.ubuntu.noble.aarch64|2026-02-10T08:37:14Z|
|application|MaxScale|25.01.5|maxscale-25.01.5-1.ubuntu.noble.x86_64|2026-02-10T08:37:14Z|
|application|MaxScale|25.10.1|maxscale-25.10.1-1.debian.bookworm.aarch64|2026-02-10T08:37:14Z|
|application|MaxScale|25.10.1|maxscale-25.10.1-1.debian.bookworm.x86_64|2026-02-10T08:37:14Z|
|application|MaxScale|25.10.1|maxscale-25.10.1-1.debian.bullseye.aarch64|2026-02-10T08:37:14Z|
|application|MaxScale|25.10.1|maxscale-25.10.1-1.debian.bullseye.x86_64|2026-02-10T08:37:14Z|
|application|MaxScale|25.10.1|maxscale-25.10.1-1.debian.trixie.aarch64|2026-02-10T08:37:14Z|
|application|MaxScale|25.10.1|maxscale-25.10.1-1.debian.trixie.x86_64|2026-02-10T08:37:14Z|
|application|MaxScale|25.10.1|maxscale-25.10.1-1.rhel.10.aarch64|2026-02-10T08:37:14Z|
|application|MaxScale|25.10.1|maxscale-25.10.1-1.rhel.10.x86_64|2026-02-10T08:37:14Z|
|application|MaxScale|25.10.1|maxscale-25.10.1-1.rhel.8.aarch64|2026-02-10T08:37:14Z|
|application|MaxScale|25.10.1|maxscale-25.10.1-1.rhel.8.x86_64|2026-02-10T08:37:14Z|
|application|MaxScale|25.10.1|maxscale-25.10.1-1.rhel.9.aarch64|2026-02-10T08:37:14Z|
|application|MaxScale|25.10.1|maxscale-25.10.1-1.rhel.9.ppc64le|2026-02-10T08:37:14Z|
|application|MaxScale|25.10.1|maxscale-25.10.1-1.rhel.9.x86_64|2026-02-10T08:37:14Z|
|application|MaxScale|25.10.1|maxscale-25.10.1-1.sles.15.aarch64|2026-02-10T08:37:14Z|
|application|MaxScale|25.10.1|maxscale-25.10.1-1.sles.15.x86_64|2026-02-10T08:37:14Z|
|application|MaxScale|25.10.1|maxscale-25.10.1-1.ubuntu.jammy.aarch64|2026-02-10T08:37:14Z|
|application|MaxScale|25.10.1|maxscale-25.10.1-1.ubuntu.jammy.x86_64|2026-02-10T08:37:14Z|
|application|MaxScale|25.10.1|maxscale-25.10.1-1.ubuntu.noble.aarch64|2026-02-10T08:37:14Z|
|application|MaxScale|25.10.1|maxscale-25.10.1-1.ubuntu.noble.x86_64|2026-02-10T08:37:14Z|
|application|MaxScale|25.10.1|maxscale-25.10.1-1.debian.bookworm.aarch64|2026-02-10T08:37:14Z|
|application|MaxScale|25.10.1|maxscale-25.10.1-1.debian.bookworm.x86_64|2026-02-10T08:37:14Z|
|application|MaxScale|25.10.1|maxscale-25.10.1-1.debian.bullseye.aarch64|2026-02-10T08:37:14Z|
|application|MaxScale|25.10.1|maxscale-25.10.1-1.debian.bullseye.x86_64|2026-02-10T08:37:14Z|
|application|MaxScale|25.10.1|maxscale-25.10.1-1.debian.trixie.aarch64|2026-02-10T08:37:14Z|
|application|MaxScale|25.10.1|maxscale-25.10.1-1.debian.trixie.x86_64|2026-02-10T08:37:14Z|
|application|MaxScale|25.10.1|maxscale-25.10.1-1.rhel.10.aarch64|2026-02-10T08:37:14Z|
|application|MaxScale|25.10.1|maxscale-25.10.1-1.rhel.10.x86_64|2026-02-10T08:37:14Z|
|application|MaxScale|25.10.1|maxscale-25.10.1-1.rhel.8.aarch64|2026-02-10T08:37:14Z|
|application|MaxScale|25.10.1|maxscale-25.10.1-1.rhel.8.x86_64|2026-02-10T08:37:14Z|
|application|MaxScale|25.10.1|maxscale-25.10.1-1.rhel.9.aarch64|2026-02-10T08:37:14Z|
|application|MaxScale|25.10.1|maxscale-25.10.1-1.rhel.9.ppc64le|2026-02-10T08:37:14Z|
|application|MaxScale|25.10.1|maxscale-25.10.1-1.rhel.9.x86_64|2026-02-10T08:37:14Z|
|application|MaxScale|25.10.1|maxscale-25.10.1-1.sles.15.aarch64|2026-02-10T08:37:14Z|
|application|MaxScale|25.10.1|maxscale-25.10.1-1.sles.15.x86_64|2026-02-10T08:37:14Z|
|application|MaxScale|25.10.1|maxscale-25.10.1-1.ubuntu.jammy.aarch64|2026-02-10T08:37:14Z|
|application|MaxScale|25.10.1|maxscale-25.10.1-1.ubuntu.jammy.x86_64|2026-02-10T08:37:14Z|
|application|MaxScale|25.10.1|maxscale-25.10.1-1.ubuntu.noble.aarch64|2026-02-10T08:37:14Z|
|application|MaxScale|25.10.1|maxscale-25.10.1-1.ubuntu.noble.x86_64|2026-02-10T08:37:14Z|
|application|MaxScale|25.01.5|maxscale-25.01.5-1.debian.bookworm.aarch64|2026-02-10T08:37:14Z|
|application|MaxScale|25.01.5|maxscale-25.01.5-1.debian.bookworm.x86_64|2026-02-10T08:37:14Z|
|application|MaxScale|25.01.5|maxscale-25.01.5-1.debian.bullseye.aarch64|2026-02-10T08:37:14Z|
|application|MaxScale|25.01.5|maxscale-25.01.5-1.debian.bullseye.x86_64|2026-02-10T08:37:14Z|
|application|MaxScale|25.01.5|maxscale-25.01.5-1.debian.trixie.aarch64|2026-02-10T08:37:14Z|
|application|MaxScale|25.01.5|maxscale-25.01.5-1.debian.trixie.x86_64|2026-02-10T08:37:14Z|
|application|MaxScale|25.01.5|maxscale-25.01.5-1.rhel.10.aarch64|2026-02-10T08:37:14Z|
|application|MaxScale|25.01.5|maxscale-25.01.5-1.rhel.10.x86_64|2026-02-10T08:37:14Z|
|application|MaxScale|25.01.5|maxscale-25.01.5-1.rhel.8.aarch64|2026-02-10T08:37:14Z|
|application|MaxScale|25.01.5|maxscale-25.01.5-1.rhel.8.x86_64|2026-02-10T08:37:14Z|
|application|MaxScale|25.01.5|maxscale-25.01.5-1.rhel.9.aarch64|2026-02-10T08:37:14Z|
|application|MaxScale|25.01.5|maxscale-25.01.5-1.rhel.9.ppc64le|2026-02-10T08:37:14Z|
|application|MaxScale|25.01.5|maxscale-25.01.5-1.rhel.9.x86_64|2026-02-10T08:37:14Z|
|application|MaxScale|25.01.5|maxscale-25.01.5-1.sles.15.aarch64|2026-02-10T08:37:14Z|
|application|MaxScale|25.01.5|maxscale-25.01.5-1.sles.15.x86_64|2026-02-10T08:37:14Z|
|application|MaxScale|25.01.5|maxscale-25.01.5-1.ubuntu.jammy.aarch64|2026-02-10T08:37:14Z|
|application|MaxScale|25.01.5|maxscale-25.01.5-1.ubuntu.jammy.x86_64|2026-02-10T08:37:14Z|
|application|MaxScale|25.01.5|maxscale-25.01.5-1.ubuntu.noble.aarch64|2026-02-10T08:37:14Z|
|application|MaxScale|25.01.5|maxscale-25.01.5-1.ubuntu.noble.x86_64|2026-02-10T08:37:14Z|
",,,1,0,0,11436.716666666667,0,0,0,0,0,0,0
MDEV-38781,Task,MDEV,2026-02-09 02:54:37,2026-03-10 16:51:13.000,JIRAUSER56221,Major,Optimizer Trace Replay: Q1 2026 Dev Sprint  Work 3,"Store the following into the trace: -

1. optimizer system/session variables

* optimizer_prune_level
* optimizer_selectivity_sampling_limit
* optimizer_join_limit_pref_ratio
* optimizer_use_condition_selectivity
* optimizer_search_depth
* optimizer_extra_pruning_depth
* optimizer_switch
* optimizer_trace
* optimizer_trace_max_mem_size
* optimizer_adjust_secondary_key_costs
* optimizer_max_sel_arg_weight
* optimizer_max_sel_args
* optimizer_where_cost
* optimizer_scan_setup_cost
* optimizer_record_context
* use_stat_tables
* disk_read_ratio
* key_lookup_cost
* row_lookup_cost
* disk_read_cost
* key_copy_cost
* index_block_copy_cost
* row_next_find_cost
* key_next_find_cost
* row_copy_cost
* key_cmp_cost
* rowid_cmp_cost
* rowid_copy_cost

2. EITS statistics on the involved tables

",,,5,5,0,42596.6,0,0,0,0,0,0,0
